id;question;expected_answer;context_hint;category;difficulty;Reference_Chunks
101;Wie ist der Bachelorstudiengang Health Economics bezüglich Bereiche und Leistungspunkte an der Universität zu Köln strukturiert?;Der Bachelorstudiengang Health Economics umfasst 180 Leistungspunkte und ist auf sechs Semester angelegt. Er besteht aus vier Bereichen: dem Core and Advanced Section mit 102 CP, dem Supplementary Section mit 24 CP und dem Specialisation Section mit 30 CP. Hinzu kommen die Bachelorarbeit mit 12 CP sowie das interdisziplinäre Studium Integrale mit 12 CP.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2021_b_mhb_po2021_e_HealthEconomics.pdf;PDF-Spezifisch;medium;"1.3 Programme structure and sequence
The bachelor's programme of Health Economics comprises 180 credit points, is designed for
a standard study period of six semesters and is made up of the following four sections:
The Core and Advanced Section with 102 Credit Points (CP) comprises basic modules from
basic business, health economics and medical modules. All modules in this section are
compulsory. The Supplementary Section with 24 CP contains supplementary modules of
economics and methods. A total of 12 CP are to be chosen in Methods as well as in Economics.
The Specialisation Section with 30 CP comprises four seminars from which two can be chosen
(12 CP). In addition, further health economic modules are located there, in which a total of 18
must be achieved. The obligatory thesis in the degree course Health Economics (12 CP) and
the interfaculty Studium Integrale (SI, 12 CP) are the last sections"
102;Welche inhaltlichen Ziele verfolgt der Bachelorstudiengang Health Economics und für welche Berufsfelder qualifiziert er?;Der Bachelorstudiengang Health Economics ist an der Schnittstelle von Wirtschaft und Medizin angesiedelt. Er verfolgt das Ziel, dir fundierte ökonomische und medizinische Kenntnisse zu vermitteln, damit du wirtschaftliche Fragestellungen im Gesundheitswesen analysieren und ökonomische wie organisatorische Versorgungsprozesse mitgestalten kannst. Das Programm baut auf drei Säulen auf – der betriebswirtschaftlichen Unternehmensperspektive, der übergeordneten Systemperspektive und der medizinischen Perspektive – und befähigt dich, Management- und Statistikmethoden im Gesundheitssektor anzuwenden und komplexe Entscheidungen zu bewerten. Durch diese breite, interdisziplinäre Ausbildung qualifizierst du dich für Tätigkeiten zum Beispiel in Krankenhäusern und großen Arztpraxen, bei Krankenkassen, Gesundheitsdienstleistern und anderen Einrichtungen der Gesundheitswirtschaft sowie in Bereichen wie Prävention und Rehabilitation, Sport- und Fitnessbranche oder beratenden und kaufmännisch-administrativen Funktionen (z. B. Controlling, Projekt- und Investitionsplanung) im Gesundheitswesen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2021_b_mhb_po2021_e_HealthEconomics.pdf;PDF-Spezifisch;hard;"1.1 Content and objectives of the programme
Health economics as an interdisciplinary science at the University of Cologne is based on three
pillars: the entrepreneurial business perspective (WiSo Faculty), the higher system perspective
(WiSo Faculty) and the medical perspective (Medical Faculty). The contents are conveyed by
means of practice-relevant seminars and lectures with a national focus. This offers students a
high degree of initiative and individual development potential. Thus, operative insights are
offered without neglecting the theoretical overall context of the complex health care system.
Furthermore, competences for the design of economic and organisational processes in the
health care sector are acquired. This well-founded and wide-ranging education provides
Bachelor graduates with a wide range of entry opportunities. In the course of their studies,
students acquire skills in the design of economic and organisational processes in the
healthcare sector.
The graduates have competences at level 6 of the German Qualification Framework or the
Bachelor level of the German Qualification Framework for Higher Education Qualifications.
Intended learning outcomes are shown in the table below. On the one hand, the intended
learning outcomes comprise the overarching learning goals that the programme envisions for
the graduates. On the other hand, they include learning objectives, which refer to concrete
activities of the students during their studies.valid for students of the ER 2021 (enrolment from winter semester 2021/22)
MODULE CATALOGUE – HEALTH ECONOMICS - BACHELOR OF SCIENCE
2
Graduates act…
Professional and analytical skills
...with fundamental expertise at the interface between business and medicine in order to
grasp current economic challenges in the healthcare sector.
Students analyse health care issues with recourse to basic economic or medical theories and
concepts.
Students reproduce basic economic or medical knowledge that prepares them for the analysis
of health economic issues.
Students use health economic methods and the necessary medical expertise to evaluate clinical
studies.
Students write an academic paper on a topic relevant to health economics on the basis of
independently collected or specified literature and data.
...as active users of business management and statistical methods in order to help shape
health economic processes.
Students apply management, economic or statistical methods to case studies (e.g. in the areas
of pricing, quantitative methods, health management, quality management and HTA).
Communicative and
cooperative skills
...as interculturally sensitised communicators to effectively address current problems in
health economics.
Students work in a goal-oriented and cooperative manner in diverse teams.
Students discuss health economic topics and theories with representatives from academia and
practice.
...as health managers to help develop new ways of solving problems and improving
processes.
Students justify processes and problem solutions at the interface between economy and health
care.
Personal skills
...as employees who are particularly ethically sensitive to health issues in order to have a
positive impact on the health care system.
Students design their learning, working and action processes independently and self-reflectively
on the basis of ethical concepts of economic or medical action.
Students derive scientifically sound judgements on health economic issues from relevant
information.
After graduation, consulting and advisory activities in both private and public companies, such
as clinics, large medical practices, health insurance companies, institutions, organizations and
companies in the health care industry, as well as in the sports and fitness, prevention and
rehabilitation sector, are a possible option. In addition to the core area of medical treatment
and care, services in the health sector are also required in the areas of prevention and
aftercare/rehabilitation. In the other areas of work, there are also clubs in the sports, fitness
and education sector, social institutions and social insurance institutions. In the administrative
and commercial fields of activity of these sectors, graduates of health economics find their
employment possibilities in the areas of organisation and communication, accounting and cost
control, planning and control of projects and investments. The specific profile lies in the fact
that the commercial-administrative ways of thinking, which are often co-determined by the
conditions of the social security system, can be linked to medical-nursing or diagnostictechnical aspects by the graduates. Graduates build a bridge between economic and medical
reasoning and can critically counter one-sided interpretations of decisions, which can occur
especially in the field of consulting. The acquisition of basic medical knowledge enables them
to understand health economic and medical aspects. The Bachelor's programme in Healthvalid for students of the ER 2021 (enrolment from winter semester 2021/22)
MODULE CATALOGUE – HEALTH ECONOMICS - BACHELOR OF SCIENCE
3
Economics prepares students to understand the complexity of subject-specific issues and to
be able to solve them in the best possible way."
103;Wann erscheint die Ausgabe 10 des PUMA WiSo 2026 und bis wann müssen Beiträge spätestens eingereicht werden?;Die Ausgabe 10 des PUMA WiSo 2026 erscheint am Dienstag, den 19.05.2026. Beiträge musst du spätestens bis zum Redaktionsschluss am 13.05.2026 einreichen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_fakultaet_PUMA_WiSo_2026_ET_und_RedS_Termine.pdf;PDF-Spezifisch;medium;"Ausgabe KW Erscheinungstermin
(Di)
Redaktionsschluss
(i.d.R. Do zuvor)
1 3 13.01.26 19.12.25
2 5 27.01.26 22.01.26
3 7 10.02.26 05.02.26
4 9 24.02.26 19.02.26
5 11 10.03.26 05.03.26
6 13 24.03.26 19.03.26
7 15 07.04.26 02.04.26
8 17 21.04.26 16.04.26
9 19 05.05.26 30.04.26
10 21 19.05.26 13.05.26 (Do ist FT)"
104;Welche Ausgaben des PUMA WiSo 2026 erscheinen im Juli 2026 und wann sind die jeweiligen Redaktionsschlüsse?;Im Juli 2026 erscheinen zwei Ausgaben des PUMA WiSo 2026. Ausgabe 14 kommt am 14.07.2026 heraus, der Redaktionsschluss ist am 09.07.2026. Ausgabe 15 erscheint am 28.07.2026, mit Redaktionsschluss am 23.07.2026.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_fakultaet_PUMA_WiSo_2026_ET_und_RedS_Termine.pdf;PDF-Spezifisch;medium;"Ausgabe KW Erscheinungstermin
(Di)
Redaktionsschluss
(i.d.R. Do zuvor)
1 3 13.01.26 19.12.25
2 5 27.01.26 22.01.26
3 7 10.02.26 05.02.26
4 9 24.02.26 19.02.26
5 11 10.03.26 05.03.26
6 13 24.03.26 19.03.26
7 15 07.04.26 02.04.26
8 17 21.04.26 16.04.26
9 19 05.05.26 30.04.26
10 21 19.05.26 13.05.26 (Do ist FT)
11 23 02.06.26 28.05.26
12 25 16.06.26 11.06.26
13 27 30.06.26 25.06.26
14 29 14.07.26 09.07.26
15 31 28.07.26 23.07.26"
105;Nach welchen Regeln darf ich als Austauschstudent*in an der WiSo-Fakultät laut Kursliste Bachelor- und Masterveranstaltungen belegen?;Laut Kursliste gilt für Austauschstudierende: Bist du im 1. bis 3. Jahr deines Bachelorstudiums, darfst du nur Bachelorveranstaltungen belegen. Im 4. Bachelorjahr kannst du sowohl Bachelor- als auch Masterkurse wählen. Wenn du bereits im Master studierst, stehen dir ebenfalls sowohl Bachelor- als auch Masterkurse offen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_international_Incoming_Semester_exchange_Course_List_Incomings_Fall_2024-25.pdf;PDF-Spezifisch;easy;"* Course selection is based on the following:
Bachelor 1st to 3rd year students = Bachelor courses only
Bachelor 4th year students = Bachelor and master courses
Master students = Bachelor and master courses"
106;Ich muss mein Austauschsemester Mitte Dezember als Early leaver beenden. Was bedeutet 'Early leaver option' und wie finde ich passende Kurse?;"Die Spalte „Early leaver option“ zeigt an, ob ein Kurs so geplant ist, dass Lehrveranstaltung und Prüfungsleistung bis Mitte Dezember abgeschlossen werden müssen. In der Kursliste sind diese Kurse in der Spalte „Early leaver option*“ mit „Yes“ oder „Yes*“ gekennzeichnet; gemäß der Fußnote bedeutet das, dass „courses/exams until mid-December“ stattfinden. Wenn du dein Austauschsemester Mitte Dezember beenden musst, solltest du in der Kursübersicht gezielt nach Veranstaltungen suchen, in deren „Early leaver option“-Spalte ein „Yes“ oder „Yes*“ vermerkt ist.";file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_international_Incoming_Semester_exchange_Course_List_Incomings_Fall_2024-25.pdf;PDF-Spezifisch;hard;"""* Early leaver: courses/exams until mid-December"" (Fußnote auf mehreren Seiten) in Verbindung mit der Spalte ""Early leaver option"" in den Kurstabellen, z. B. ""Accounting I (Incomings) ... Early leaver option Yes"" (Seite 2)."
107;Ich bin für längere Zeit krank und kann meine Abschlussarbeit nicht normal bearbeiten. Muss mein Attest direkt einen sehr langen Zeitraum abdecken oder kann ich mehrere Atteste nacheinander einreichen?;Aus prüfungsrechtlicher Sicht muss dein Attest keinen noch nicht vollständig absehbaren, sehr langen Zeitraum abdecken. Stattdessen kannst du mehrere, hintereinander folgende Atteste einreichen, um deine Prüfungsunfähigkeit nachzuweisen, allerdings nur bis zur in der jeweiligen Prüfungsordnung vorgesehenen maximalen Dauer.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_formulare_aerztliche_Bescheinigung_V3.pdf;PDF-Spezifisch;medium;"""Es besteht die Möglichkeit, mehrere, hintereinander folgende Atteste zum Nachweis einer Prüfungsunfähigkeit bis zur maximalen Dauer nach Prüfungsordnung einzureichen. Aus prüfungsrechtlicher Sicht besteht daher keine Notwendigkeit, ein Attest über einen noch nicht vollständig absehbaren Zeitraum auszustellen."""
108;Kann ich für eine Verlängerung der Bearbeitungsfrist meiner Abschlussarbeit einfach Prüfungsangst als Grund angeben, oder reicht das nicht für eine anerkannte Prüfungsunfähigkeit?;Allein Prüfungsangst oder allgemeiner Prüfungsstress reicht in der Regel nicht aus, um eine prüfungsrechtlich anerkannte Prüfungsunfähigkeit zu begründen. Von dir wird erwartet, dass du mit Examensangst so umgehst, dass du trotzdem an der Prüfung teilnehmen kannst. Erst wenn die Angst so stark ist, dass sie die Schwelle zu einer psychischen Erkrankung überschreitet und dadurch deine Leistungsfähigkeit gesundheitlich relevant einschränkt, kann dies im Sinne der Bescheinigung als prüfungsrechtlich relevante Prüfungsunfähigkeit gewertet werden.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_formulare_aerztliche_Bescheinigung_V3.pdf;PDF-Spezifisch;easy;"""Die Beeinträchtigung der Leistungsfähigkeit durch Prüfungsangst oder Prüfungsstress führt grundsätzlich nicht zu einer rechtlich beachtlichen Prüfungsunfähigkeit. Anders ist es, wenn die Schwelle zu einer psychischen Erkrankung überschritten ist. Die Fähigkeit, Examensangst zu beherrschen oder ausgleichen zu können, wird in der Prüfung erwartet."""
109;Wie wird die Gesamtnote im Bachelorstudiengang Gesundheitsökonomie berechnet und mit welcher Gewichtung gehen die einzelnen Bereiche sowie die Bachelorarbeit ein?;Die Gesamtnote im Bachelorstudiengang Gesundheitsökonomie wird als gewichtetes arithmetisches Mittel aus den Noten der Studienbereiche und der Note der Bachelorarbeit gebildet. Dabei gehen die Noten mit folgender Gewichtung ein: die Note des Basis- und Aufbaubereichs mit 105 von 168 LP, die Note des Ergänzungsbereichs mit 21 von 168 LP, die Note des Schwerpunktbereichs mit 30 von 168 LP und die Note der Bachelorarbeit mit 12 von 168 LP.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_po_BPO_Gesoek_2015_2025.pdf;PDF-Spezifisch;medium;"""Die Gesamtnote des Studiums wird gebildet als gewichtetes arithmetisches Mittel aus den Noten der Studienbereiche und der Note der Bachelorarbeit. Die Noten mit folgender Gewichtung in die Gesamtnote ein: a) Note Basis- und Aufbaubereich: 105 von 168 LP, b) Note Ergänzungsbereich: 21 von 168 LP, c) Note Schwerpunktbereich: 30 von 168 LP, d) Note Bachelorarbeit: 12 von 168 LP."" (§ 3 Abs. 7)"
110;Bis wann läuft die Prüfungsordnung für den Bachelorstudiengang Gesundheitsökonomie (PO 2015) aus?;Die Prüfungsordnung für den Bachelorstudiengang Gesundheitsökonomie (PO 2015) läuft mit Ablauf des Wintersemesters 2024/25 aus;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_po_BPO_Gesoek_2015_2025.pdf;PDF-Spezifisch;easy;"""Diese Prüfungsordnung läuft mit Ablauf des Wintersemesters 2024/25 aus. Die Anmeldung zum Modul Bachelorarbeit muss spätestens bis zum Abschluss des Sommersemesters 2027 erfolgen."" (§ 8 Zu § 30 GPO Auslaufbestimmungen)"
111;Welche Zugangsvoraussetzungen und fachlichen Anforderungen gelten für den Masterstudiengang Business Administration Marketing an der Universität zu Köln?;Für den Masterstudiengang Business Administration – Marketing brauchst du einen Bachelorabschluss oder einen gleichwertigen Abschluss im Umfang von mindestens 180 ECTS in Business Administration oder Economics, eine starke Ausprägung in quantitativen Methoden und eine Abschlussnote von mindestens 2,7 (deutsche Note). Außerdem musst du mindestens 78 ECTS in Business Administration und Economics nachweisen, davon mindestens 48 ECTS in Business Administration und mindestens 18 ECTS in Economics. Zusätzlich werden mindestens 15 ECTS in Statistik und/oder Mathematik sowie Englischkenntnisse auf dem Niveau B2 des Gemeinsamen Europäischen Referenzrahmens verlangt. Die erfolgreiche Teilnahme an einem Zulassungstest (TM-WISO oder GMAT) wird darüber hinaus dringend empfohlen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_studium_master_brochure-Master_Business-Administration_Marketing.pdf;PDF-Spezifisch;hard;"""A Bachelor degree or equivalent (worth at least 180 ECTS credits) in Business Administration or Economics, strong proficiency in quantitative methods and an overall grade point average of at least 2.7 (German grade)."" + ""At least 78 ECTS credits in the field of Business Administration and Economics / of this at least 48 ECTS credits in Business Administration / of this at least 18 ECTS credits in Economics / At least 15 ECTS credits in Statistics and/or Mathematics / English language skills level B2 CEFR"" + ""The successful completion of an admission test (TM-WISO/ GMAT) is highly recommended."" + ""Start: Winter semester / Application deadline: 15th June / Applicants … apply via KLIPS"""
112;Was zeichnet den Masterstudiengang Business Administration – Marketing inhaltlich aus und in welcher Sprache wird er gelehrt?;Der Master Business Administration – Marketing vermittelt dir vertiefte Kenntnisse in Marketingstrategie und -taktik, Customer Management, Brand Management, Marketing Performance & Analytics sowie der Digitalisierung. Du lernst Methoden, Instrumente und Tools der marktorientierten Unternehmensführung kennen und entwickelst Fähigkeiten, veränderte Kunden- und gesellschaftliche Bedürfnisse sowie technologische Entwicklungen in wettbewerbsfähige Marktangebote zu übersetzen. Das Programm wird vollständig auf Englisch unterrichtet, umfasst 120 ECTS, dauert vier Semester in Vollzeit und beinhaltet ein verpflichtendes Auslandssemester.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_studium_master_brochure-Master_Business-Administration_Marketing.pdf;PDF-Spezifisch;hard;"""THIS PROGRAMME PROVIDES YOU WITH: in-depth knowledge of marketing, inclusion marketing strategy & tactics, customer management, brand management, marketing performance & analytics, and digitisation. methods, instruments and tools used in market-oriented corporate management. skills to analyse and understand how changing customer and societal needs, as well as technological developments can be translated into competitive market offerings."" + ""Language English / Duration 4 semesters, full-time / Credits 120 ECTS"" + ""International 1 semester abroad (required)"""
113;Welche verschiedenen Praktikumsmöglichkeiten beim Europäischen Parlament sind möglich?;Insgesamt werden drei Praktikumsmöglichkeiten beim Europäischen Parlament angeboten: Praktika für Hochschulabsolventen (Robert-Schuman-Stipendien), freiwillige Ausbildungspraktika sowie Praktika bei Europaabgeordneten, für die du dich direkt bei den jeweiligen Abgeordneten bewirbst.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_wiso_career_pdf_Allgemeines_UEbergreifendes_Bewerbungshilfen_Praktikumsleitfaden_Sozialwissenschaften.pdf;PDF-Spezifisch;hard;"""Praktikum im Europäischen Parlament"" mit den Unterpunkten ""Praktika für Hochschulabsolventen (Robert-Schuman-Stipendien)… Zielgruppe: Studierende mit Bachelorabschluss… Praktikumsdauer: 5 Monate"" sowie ""Freiwillige Ausbildungspraktika… Zielgruppe: Studierende, die ihr Studium noch nicht abgeschlossen haben… Praktikumsdauer: 1 – 4 Monate"" und ""Praktika bei Europaabgeordneten – Bewerbung direkt bei den Abgeordneten"" (S. 2)."
114;Ich interessiere mich für eine Karriere bei der Europäischen Union. Über welche Ansprechperson an der WiSo-Köln kann ich Kontakt aufnehmen?;An der Universität zu Köln gibt es einen EU Career Ambassador. Diese Person ist die zentrale Ansprechperson für alle Kölner Studierenden, die sich für eine Karriere bei der Europäischen Union interessieren.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_wiso_career_pdf_Allgemeines_UEbergreifendes_Bewerbungshilfen_Praktikumsleitfaden_Sozialwissenschaften.pdf;PDF-Spezifisch;easy;"""Die Universität zu Köln verfügt über einen EU Career Ambassador, der als Ansprechpartner für alle Kölner Studierenden dient, die sich für eine Karriere bei der Europäischen Union interessieren."" sowie ""Kontakt: eucareers.cologne@gmail.com"" (S. 4)."
115;Welche typischen Anzeichen nennt der Notfallplan der WiSo-IT für einen möglichen Viren- oder Trojanerbefall auf meinem Rechner?;Der Notfallplan der WiSo-IT nennt mehrere typische Anzeichen für einen möglichen Viren- oder Trojanerbefall: Es werden unvermutet Programme gestartet, deine Suchanfragen werden ständig umgeleitet, dein Rechner ist dauerhaft stark ausgelastet, du entdeckst zunehmend sehr lange und kryptische Dateinamen und auf dem Desktop erscheinen ungewöhnliche Warnhinweise.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_wiso_it_docs_sicherheit_Sicherheit-Notfallplan-Viren-und-Trojaner.pdf;PDF-Spezifisch;medium;"""Anzeichen eines Virenbefalls: Es werden unvermutet Programme gestartet. Ihre Suchanfragen werden ständig umgeleitet. Ihr Rechner ist ständig überlastet. Sie entdecken zunehmend sehr lange und sehr kryptische Dateinamen. Sie sehen ungewöhnliche Warnhinweise auf dem Desktop."""
116;Welche ersten Schritte soll ich laut Notfallplan unternehmen, wenn ich einen Viren- oder Trojanerbefall vermute?;Wenn du einen Viren- oder Trojanerbefall vermutest, sollst du laut Notfallplan zunächst Ruhe bewahren. Danach trennst du deinen Rechner vom Netzwerk, indem du das Netzwerkkabel ziehst oder die WLAN-Verbindung beendest, damit sich die Schadsoftware nicht weiterverbreiten kann. Anschließend kontaktierst du die WiSo-IT unter der Telefonnummer -6630 oder per E-Mail an support@wiso.uni-koeln.de und hältst Informationen zu deinem Betriebssystem, deinem Account, weiteren Nutzer:innen des Rechners und dem verwendeten Virenscanner bereit.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_wiso_it_docs_sicherheit_Sicherheit-Notfallplan-Viren-und-Trojaner.pdf;PDF-Spezifisch;medium;"""Schritt 1 Bewahren Sie Ruhe! Schritt 2 Ziehen Sie das Netzwerkkabel bzw. beenden Sie die WLAN-Verbindung. Es ist wichtig, dass sich die Schadsoftware nicht weiterverbreiten kann. Schritt 3 Kontaktieren Sie die WiSo-IT unter -6630 oder support@wiso.uni-koeln.de"" + ""Bitte halten Sie folgende Informationen bereit: Welches Betriebssystem nutzen Sie? Mit welchem Account sind Sie auf dem Rechner eingeloggt? Gibt es noch andere Personen, welche diesen Rechner nutzen? Welchen Virenscanner nutzen Sie?"""
